@relation '/home/lapsec/Documentos/Classificador/bases/NSL_KDD-master/KDDTrain+binary_class-weka.filters.unsupervised.attribute.Remove-R10-34,38-41-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R1,8-9'

@attribute protocol_type {icmp,tcp,udp}
@attribute service {IRC,Z39_50,aol,harvest,tftp_u,http_2784,http_8001,X11,urh_i,rje,auth,bgp,courier,csnet_ns,ctf,daytime,discard,domain,domain_u,echo,eco_i,ecr_i,red_i,tim_i,efs,exec,finger,ftp,ftp_data,pm_dump,gopher,hostnames,http,http_443,imap4,iso_tsap,klogin,kshell,ldap,link,login,mtp,name,netbios_dgm,netbios_ssn,netbios_ns,netstat,nnsp,nntp,ntp_u,other,pop_2,pop_3,printer,private,remote_job,shell,smtp,sql_net,ssh,sunrpc,supdup,systat,telnet,time,urp_i,uucp,uucp_path,vmnet,whois}
@attribute flag {REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute classe {0,1}

@data
tcp,private,S0,0,0,0,1
tcp,http,SF,207,120,0,0
icmp,urp_i,SF,78,0,0,0
tcp,vmnet,S0,0,0,0,1
tcp,finger,S0,0,0,0,1
tcp,uucp,RSTO,0,0,0,1
tcp,mtp,S0,0,0,0,1
udp,domain_u,SF,43,43,0,0
udp,domain_u,SF,46,140,0,0
tcp,netstat,S0,0,0,0,1
tcp,http_443,REJ,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,ftp_data,SF,10073,0,0,0
tcp,ftp,SF,1213,3380,0,0
tcp,ftp_data,SF,12165,0,0,0
tcp,whois,S0,0,0,0,1
udp,domain_u,SF,45,70,0,0
tcp,private,S0,0,0,0,1
udp,other,SF,146,105,0,0
tcp,ftp_data,SF,1010,0,0,0
icmp,eco_i,SF,8,0,0,1
udp,domain_u,SF,43,43,0,0
udp,domain_u,SF,45,45,0,0
tcp,http,SF,178,14525,0,0
tcp,http,SF,337,188,0,0
tcp,http,SF,216,1074,0,0
tcp,http,REJ,0,0,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,218,327,0,0
tcp,smtp,SF,1045,337,0,0
tcp,http,SF,243,722,0,0
tcp,private,S0,0,0,0,1
tcp,telnet,RSTO,0,0,0,1
tcp,uucp_path,S0,0,0,0,1
udp,domain_u,SF,36,52,0,0
tcp,http,SF,290,5759,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,imap4,S0,0,0,0,1
tcp,http,SF,200,354,0,0
tcp,http,SF,275,1271,0,0
tcp,auth,REJ,0,0,0,1
tcp,smtp,SF,787,338,0,0
udp,domain_u,SF,36,0,0,0
tcp,ftp_data,SF,201,0,0,0
tcp,pop_3,SF,35,130,0,0
tcp,uucp,S0,0,0,0,1
udp,other,SF,145,105,0,0
tcp,http,SF,337,8934,0,0
tcp,private,REJ,0,0,0,1
tcp,ftp_data,SF,1699,0,0,0
tcp,http,SF,294,7303,0,0
udp,domain_u,SF,42,42,0,0
tcp,http,SF,189,45282,0,0
tcp,http,SF,340,2394,0,0
tcp,other,RSTR,1,0,0,1
tcp,finger,SF,6,360,0,0
tcp,private,S0,0,0,0,1
tcp,ftp,SF,929,2720,0,0
tcp,supdup,S0,0,0,0,1
tcp,private,RSTOS0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,smtp,SF,822,335,0,0
tcp,private,S0,0,0,0,1
tcp,exec,S0,0,0,0,1
icmp,urp_i,SF,181,0,0,0
tcp,http,SF,347,306,0,0
udp,private,SF,28,0,0,1
tcp,sql_net,REJ,0,0,0,1
tcp,exec,S0,0,0,0,1
tcp,smtp,SF,2339,330,0,0
tcp,private,REJ,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,241,4397,0,0
tcp,http,SF,306,763,0,0
icmp,eco_i,SF,8,0,0,1
tcp,ftp_data,SF,7162,0,0,0
tcp,smtp,SF,969,327,0,0
udp,domain_u,SF,44,133,0,0
tcp,http,SF,193,375,0,0
tcp,http,SF,210,423,0,0
tcp,private,S0,0,0,0,1
tcp,netbios_ssn,S0,0,0,0,1
tcp,http,SF,216,1212,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,RSTR,0,0,0,1
tcp,http,SF,200,1545,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,ftp_data,SF,334,0,0,1
tcp,auth,S0,0,0,0,1
tcp,link,S0,0,0,0,1
udp,other,SF,147,0,0,0
tcp,private,RSTR,0,0,0,1
tcp,supdup,REJ,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,telnet,SF,739,23208,0,0
tcp,http,SF,218,630,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,232,615,0,0
tcp,http,SF,298,3393,0,0
tcp,http,SF,342,3327,0,0
tcp,http,SF,304,294,0,0
tcp,vmnet,S0,0,0,0,1
tcp,http,SF,234,24583,0,0
tcp,smtp,SF,906,330,0,0
tcp,http,REJ,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,SF,271,706,0,0
tcp,http,SF,267,1938,0,0
tcp,http,SF,308,424,0,0
tcp,http,SF,257,253,0,0
udp,private,SF,28,0,0,1
tcp,telnet,RSTO,0,15,0,1
tcp,smtp,SF,698,333,0,0
tcp,time,SF,0,4,0,0
tcp,http,SF,390,9127,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,telnet,SF,179,9682,0,0
tcp,private,S0,0,0,0,1
tcp,IRC,RSTO,0,0,0,0
tcp,uucp_path,S0,0,0,0,1
tcp,http,SF,225,2013,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,319,1135,0,0
tcp,finger,S0,0,0,0,1
tcp,http,SF,221,2547,0,0
tcp,private,S0,0,0,0,1
tcp,sunrpc,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,private,OTH,0,0,0,1
tcp,http,SF,197,659,0,0
udp,domain_u,SF,42,125,0,0
tcp,smtp,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,nnsp,S0,0,0,0,1
tcp,smtp,SF,1433,327,0,0
tcp,IRC,SF,66,18,0,0
tcp,smtp,SF,936,334,0,0
tcp,http,SF,206,1214,0,0
tcp,http,SF,278,2903,0,0
tcp,bgp,REJ,0,0,0,1
tcp,smtp,SF,2393,386,0,0
tcp,ftp_data,SF,12,0,0,0
tcp,ftp_data,SF,1342,0,0,0
tcp,http,SF,189,1162,0,0
tcp,private,S0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,305,633,0,0
udp,domain_u,SF,45,129,0,0
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,261,12660,0,0
udp,domain_u,SF,46,71,0,0
tcp,login,S0,0,0,0,1
udp,domain_u,SF,42,42,0,0
udp,private,SF,28,0,0,1
tcp,daytime,S0,0,0,0,1
tcp,smtp,SF,1614,325,0,0
tcp,smtp,SF,1111,337,0,0
tcp,telnet,SF,129,11476,0,0
tcp,http,SF,337,3896,0,0
tcp,smtp,SF,650,336,0,0
tcp,domain,S0,0,0,0,1
tcp,http,SF,229,2948,0,0
udp,domain_u,SF,45,135,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,echo,S0,0,0,0,1
tcp,http,SF,348,1199,0,0
tcp,http,SF,268,7654,0,0
tcp,http,SF,288,929,0,0
tcp,http,SF,206,188,0,0
tcp,time,S0,0,0,0,1
tcp,courier,REJ,0,0,0,1
udp,domain_u,SF,42,108,0,0
tcp,http,SF,343,2432,0,0
tcp,http,SF,233,279,0,0
tcp,daytime,S0,0,0,0,1
tcp,ftp,SF,329,1063,0,0
tcp,http,S0,0,0,0,1
udp,domain_u,SF,46,46,0,0
icmp,eco_i,SF,8,0,0,1
udp,domain_u,SF,45,131,0,0
tcp,smtp,SF,916,327,0,0
tcp,ftp_data,SF,12286,0,0,0
tcp,smtp,SF,11178,922,0,0
tcp,http,SF,197,13700,0,0
udp,private,SF,28,0,0,1
tcp,http,SF,176,6374,0,0
tcp,domain,S0,0,0,0,1
tcp,ftp_data,SF,5133876,0,0,1
tcp,http,S2,359,0,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,S0,0,0,0,0
tcp,http,S0,0,0,0,1
tcp,netbios_ssn,S0,0,0,0,1
tcp,http,SF,261,5759,0,0
tcp,whois,S0,0,0,0,1
tcp,klogin,S0,0,0,0,1
udp,domain_u,SF,43,74,0,0
tcp,private,REJ,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,RSTO,0,0,0,0
tcp,sunrpc,S0,0,0,0,1
udp,other,SF,147,105,0,0
tcp,http,SF,193,1658,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,219,11487,0,0
tcp,private,S0,0,0,0,1
tcp,discard,S0,0,0,0,1
udp,domain_u,SF,42,130,0,0
icmp,ecr_i,SF,520,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,261,291,0,0
tcp,telnet,SF,301,1293386,0,0
tcp,http,SF,224,1333,0,0
tcp,ftp,SF,293,903,0,0
tcp,private,S0,0,0,0,1
tcp,csnet_ns,REJ,0,0,0,1
tcp,http,SF,270,418,0,0
udp,domain_u,SF,44,130,0,0
udp,domain_u,SF,33,0,0,0
tcp,discard,S0,0,0,0,1
tcp,http,SF,199,4023,0,0
tcp,iso_tsap,S0,0,0,0,1
tcp,discard,S0,0,0,0,1
tcp,http,SF,293,1840,0,0
udp,domain_u,SF,46,125,0,0
tcp,private,REJ,0,0,0,1
tcp,nnsp,S0,0,0,0,1
tcp,klogin,S0,0,0,0,1
tcp,http,SF,305,525,0,0
tcp,iso_tsap,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,link,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,hostnames,S0,0,0,0,1
tcp,http,SF,158,449,0,0
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1136,335,0,0
tcp,http,SF,297,1667,0,0
tcp,ftp_data,SF,607,0,0,0
udp,other,SF,145,105,0,0
tcp,http,SF,235,314,0,0
tcp,http,SF,54540,8314,0,1
udp,domain_u,SF,45,131,0,0
icmp,eco_i,SF,8,0,0,1
tcp,daytime,S0,0,0,0,1
tcp,http,SF,231,6178,0,0
tcp,gopher,S0,0,0,0,1
tcp,smtp,SF,1412,329,0,0
tcp,private,REJ,0,0,0,1
icmp,eco_i,SF,8,0,0,1
icmp,eco_i,SF,18,0,0,1
tcp,private,S0,0,0,0,1
tcp,courier,S0,0,0,0,1
tcp,http,SF,242,691,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ldap,S0,0,0,0,1
udp,domain_u,SF,44,130,0,0
icmp,eco_i,SF,30,0,0,0
icmp,ecr_i,SF,1480,0,0,1
tcp,csnet_ns,S0,0,0,0,1
tcp,http,SF,215,2955,0,0
tcp,private,SH,0,0,0,1
tcp,smtp,SF,2268,282,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,231,3270,0,0
tcp,smtp,SF,1179,337,0,0
tcp,private,RSTR,0,0,0,1
tcp,finger,S0,0,0,0,1
udp,domain_u,SF,43,109,0,0
tcp,ftp_data,SF,960,0,0,0
tcp,other,SF,59,0,0,0
icmp,ecr_i,SF,520,0,0,1
udp,domain_u,SF,45,75,0,0
udp,domain_u,SF,43,132,0,0
tcp,gopher,S0,0,0,0,1
tcp,http,SF,237,720,0,0
tcp,http,SF,206,997,0,0
tcp,exec,RSTO,0,0,0,1
tcp,other,RSTR,1,0,0,1
tcp,ctf,S0,0,0,0,1
tcp,systat,S0,0,0,0,1
udp,domain_u,SF,35,0,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,151,2444,0,0
tcp,echo,RSTO,0,0,0,1
udp,other,SF,147,105,0,0
tcp,klogin,S0,0,0,0,1
tcp,smtp,SF,779,327,0,0
tcp,http,SF,221,460,0,0
tcp,ftp_data,SF,71,0,0,0
tcp,http,SF,213,420,0,0
tcp,ftp_data,SF,192,0,0,0
tcp,smtp,SF,1252,330,0,0
tcp,time,S0,0,0,0,1
tcp,uucp_path,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,235,4288,0,0
tcp,http,SF,307,482,0,0
tcp,http,SF,294,10371,0,0
tcp,http,SF,239,298,0,0
tcp,http,SF,235,882,0,0
tcp,smtp,SF,1607,328,0,0
tcp,http,SF,341,1672,0,0
tcp,smtp,SF,1928,331,0,0
tcp,http,SF,258,898,0,0
tcp,http,SF,199,3310,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,230,6694,0,0
tcp,http,SF,230,2239,0,0
tcp,IRC,RSTR,1988,8093,0,0
tcp,http,SF,243,677,0,0
tcp,hostnames,S0,0,0,0,1
udp,domain_u,SF,44,126,0,0
tcp,ftp_data,SF,167,0,0,0
tcp,http,SF,191,483,0,0
tcp,ftp_data,S0,0,0,0,1
tcp,private,RSTR,1,0,0,1
tcp,uucp,S0,0,0,0,1
tcp,finger,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1320,371,0,0
udp,other,SF,5,0,0,1
tcp,http,SF,227,1197,0,0
tcp,netstat,S0,0,0,0,1
tcp,http,SF,230,806,0,0
tcp,uucp_path,S0,0,0,0,1
tcp,http,SF,217,1275,0,0
tcp,systat,S0,0,0,0,1
tcp,finger,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,http,SF,207,314,0,0
tcp,IRC,RSTO,1137,5834,0,0
tcp,private,S0,0,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,ftp,SF,1530,4152,0,0
tcp,bgp,S0,0,0,0,1
tcp,ftp_data,SF,15876,0,0,0
tcp,time,S0,0,0,0,1
tcp,telnet,RSTO,0,15,0,0
tcp,http,SF,217,2654,0,0
tcp,http,SF,203,501,0,0
tcp,http,SF,316,597,0,0
tcp,hostnames,REJ,0,0,0,1
tcp,http,SF,218,1738,0,0
icmp,ecr_i,SF,1032,0,0,1
udp,domain_u,SF,43,126,0,0
tcp,http,SF,217,6501,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,200,301,0,0
tcp,ftp_data,SF,12,0,0,0
tcp,ftp_data,SF,5558,0,0,0
tcp,http,SF,211,527,0,0
tcp,private,REJ,0,0,0,1
tcp,ftp_data,SF,0,1690,0,0
tcp,http,SF,310,314,0,0
tcp,private,S0,0,0,0,1
tcp,imap4,S0,0,0,0,1
tcp,private,S0,0,0,0,1
udp,domain_u,SF,46,123,0,0
tcp,http,SF,334,342,0,0
tcp,private,S0,0,0,0,1
tcp,http,S1,148,14600,0,0
tcp,http,SF,201,8222,0,0
icmp,eco_i,SF,30,0,0,0
tcp,http,SF,225,2377,0,0
tcp,http,SF,213,1512,0,0
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,232,1380,0,0
tcp,http,SF,236,4627,0,0
tcp,http,SF,308,1512,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,333,1642,0,0
tcp,http,SF,290,941,0,0
tcp,smtp,SF,773,327,0,0
tcp,uucp,RSTO,0,0,0,1
tcp,http,SF,231,1423,0,0
tcp,http,SF,305,179,0,0
tcp,time,RSTO,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,275,1102,0,0
tcp,imap4,S0,0,0,0,1
tcp,vmnet,S0,0,0,0,1
udp,private,SF,28,0,0,1
tcp,private,S0,0,0,0,1
udp,domain_u,SF,31,0,0,0
tcp,private,REJ,0,0,0,1
udp,private,SF,1,0,0,1
tcp,http,SF,201,280,0,0
tcp,discard,S0,0,0,0,1
tcp,http,SF,204,2676,0,0
tcp,http,SF,272,824,0,0
tcp,http,SF,322,853,0,0
udp,domain_u,SF,44,44,0,0
udp,domain_u,SF,43,131,0,0
tcp,smtp,SF,886,330,0,0
udp,domain_u,SF,44,71,0,0
tcp,finger,SF,9,225,0,0
tcp,http,SF,276,3857,0,0
tcp,http,SF,278,17424,0,0
tcp,private,REJ,0,0,0,1
udp,domain_u,SF,46,46,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,systat,S0,0,0,0,1
tcp,private,RSTR,1,0,0,1
tcp,ftp_data,SF,641,0,0,0
tcp,time,S0,0,0,0,1
tcp,http,SF,221,295,0,0
tcp,netbios_ns,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,REJ,0,0,0,0
tcp,ftp_data,SF,14052,0,0,0
icmp,urp_i,SF,78,0,0,0
tcp,Z39_50,REJ,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
udp,domain_u,SF,36,0,0,0
icmp,urp_i,SF,182,0,0,0
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,35195,0,0,0
tcp,ftp,SF,1492,4152,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,251,1553,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,uucp_path,S0,0,0,0,1
tcp,http,SF,200,16499,0,0
tcp,uucp_path,REJ,0,0,0,1
tcp,http,SF,200,364,0,0
tcp,smtp,SF,822,330,0,0
tcp,private,S0,0,0,0,1
tcp,netbios_ssn,S0,0,0,0,1
tcp,ctf,REJ,0,0,0,1
tcp,ftp_data,SF,641,0,0,0
tcp,http_443,S0,0,0,0,1
tcp,private,RSTR,1,0,0,1
udp,private,SF,207,0,0,1
tcp,http,SF,358,5310,0,0
tcp,http,SF,322,1788,0,0
tcp,mtp,S0,0,0,0,1
tcp,daytime,S0,0,0,0,1
tcp,ftp_data,SF,8173,0,0,0
tcp,http,S0,0,0,0,1
tcp,ftp_data,SF,748,0,0,0
udp,domain_u,SF,44,135,0,0
tcp,http,SF,54540,8314,0,1
tcp,http,SF,195,172,0,0
tcp,http,SF,320,31939,0,0
tcp,smtp,SF,870,479,0,0
tcp,http,REJ,0,0,0,0
tcp,imap4,S0,0,0,0,1
tcp,http,SF,293,283,0,0
tcp,domain,REJ,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,341,745,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
tcp,link,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,547,276,0,0
udp,domain_u,SF,45,136,0,0
tcp,auth,SF,14,39,0,0
tcp,http,SF,220,1208,0,0
tcp,private,S0,0,0,0,1
udp,private,SF,28,0,0,1
tcp,http,SF,209,6857,0,0
udp,domain_u,SF,44,130,0,0
tcp,nnsp,S0,0,0,0,1
tcp,http,SF,199,4630,0,0
tcp,smtp,SF,1025,327,0,0
tcp,private,REJ,0,0,0,1
udp,domain_u,SF,44,44,0,0
tcp,private,RSTR,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,http,SF,223,2497,0,0
tcp,login,S0,0,0,0,1
tcp,http,SF,181,9442,0,0
tcp,smtp,SF,3304,333,0,0
tcp,http_443,REJ,0,0,0,1
udp,other,SF,146,105,0,0
tcp,smtp,SF,811,282,0,0
tcp,http,SF,218,327,0,0
tcp,smtp,SF,1580,330,0,0
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
udp,domain_u,SF,44,44,0,0
tcp,smtp,SF,1691,326,0,0
tcp,systat,S0,0,0,0,1
tcp,ftp_data,SF,63,0,0,0
tcp,http,SF,319,4876,0,0
tcp,http,SF,54540,8314,0,1
tcp,netbios_dgm,REJ,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,rje,RSTR,0,0,0,1
tcp,ftp,SF,281,903,0,0
udp,domain_u,SF,45,74,0,0
tcp,ftp_data,SF,245,0,0,0
udp,private,SF,1,0,0,1
tcp,private,S0,0,0,0,1
tcp,uucp,S0,0,0,0,1
tcp,iso_tsap,REJ,0,0,0,1
udp,private,SF,105,147,0,0
tcp,http,SF,337,1619,0,0
tcp,smtp,SF,1227,401,0,0
tcp,http,SF,225,3006,0,0
tcp,private,S0,0,0,0,1
tcp,smtp,SF,627,329,0,0
tcp,finger,S0,0,0,0,1
tcp,nnsp,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
icmp,eco_i,SF,18,0,0,1
tcp,nntp,S0,0,0,0,1
udp,domain_u,SF,46,74,0,0
tcp,http,SF,174,9047,0,0
tcp,whois,S0,0,0,0,1
tcp,http,SF,333,1724,0,0
udp,domain_u,SF,45,134,0,0
tcp,whois,RSTR,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1146,329,0,0
udp,other,SF,1,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,54540,8314,0,1
tcp,smtp,SF,1082,338,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,204,6356,0,0
tcp,http,SF,202,35387,0,0
tcp,http,SF,326,710,0,0
tcp,nnsp,S0,0,0,0,1
tcp,exec,S0,0,0,0,1
tcp,klogin,S0,0,0,0,1
tcp,http,SF,224,808,0,0
tcp,ftp,SF,233,768,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,198,189,0,0
udp,domain_u,SF,45,80,0,0
tcp,gopher,REJ,0,0,0,1
udp,other,SF,146,0,0,0
tcp,smtp,SF,922,338,0,0
icmp,ecr_i,SF,520,0,0,1
tcp,ftp_data,S0,0,0,0,1
udp,domain_u,SF,46,115,0,0
tcp,iso_tsap,S0,0,0,0,1
udp,other,SF,146,0,0,0
tcp,other,RSTR,1,0,0,1
udp,domain_u,SF,45,128,0,0
tcp,http,SF,233,1356,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,196,1998,0,0
tcp,http,SF,295,471,0,0
udp,domain_u,SF,45,78,0,0
tcp,http,SF,239,13259,0,0
tcp,sql_net,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,telnet,SF,138,1698,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,350,5369,0,0
tcp,http,REJ,0,0,0,0
tcp,finger,S0,0,0,0,1
tcp,http,SF,208,757,0,0
tcp,smtp,SF,738,378,0,0
tcp,ftp_data,S0,0,0,0,1
tcp,iso_tsap,S0,0,0,0,1
tcp,netbios_ssn,S0,0,0,0,1
udp,domain_u,SF,45,137,0,0
tcp,netstat,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,12194,0,0,0
tcp,http,SF,271,591,0,0
tcp,http,SF,291,46138,0,0
tcp,smtp,SF,5782,327,0,0
tcp,http,SF,298,3897,0,0
tcp,http,SF,262,9399,0,0
tcp,ftp_data,SF,2194619,0,0,0
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1295,279,0,0
tcp,private,S0,0,0,0,1
tcp,netbios_ns,S0,0,0,0,1
tcp,netbios_ssn,REJ,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
udp,domain_u,SF,45,134,0,0
udp,domain_u,SF,45,130,0,0
tcp,finger,SF,9,224,0,0
tcp,iso_tsap,REJ,0,0,0,1
tcp,other,SF,879,0,0,0
udp,domain_u,SF,45,128,0,0
tcp,telnet,S0,0,0,0,1
tcp,http,SF,235,384,0,0
tcp,http,SF,209,9282,0,0
tcp,smtp,SF,631,326,0,0
tcp,smtp,SF,1396,331,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,221,2209,0,0
tcp,http,SF,319,434,0,0
udp,domain_u,SF,43,128,0,0
tcp,http,SF,243,912,0,0
tcp,http,SF,333,216,0,0
tcp,http,SF,305,2698,0,0
tcp,telnet,RSTO,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,240,2442,0,0
tcp,smtp,SF,838,333,0,0
icmp,urp_i,SF,70,0,0,0
tcp,private,REJ,0,0,0,1
udp,domain_u,SF,45,134,0,0
tcp,http,SF,205,659,0,0
udp,private,SF,1,0,0,1
tcp,supdup,S0,0,0,0,1
udp,private,SF,105,147,0,0
tcp,IRC,RSTR,2182,9386,0,0
tcp,http,SF,205,397,0,0
tcp,private,S0,0,0,0,1
tcp,link,REJ,0,0,0,1
tcp,uucp,S0,0,0,0,1
tcp,smtp,SF,1284,363,0,0
tcp,finger,SF,6,175,0,0
tcp,klogin,S0,0,0,0,1
tcp,http,SF,208,5098,0,0
tcp,private,S0,0,0,0,1
tcp,IRC,RSTR,1010,6365,0,0
tcp,http,S0,0,0,0,1
tcp,http,SF,323,4396,0,0
icmp,eco_i,SF,8,0,0,1
tcp,ctf,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,204,308,0,0
udp,other,SF,146,105,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,RSTR,1,0,0,1
tcp,smtp,SF,797,328,0,0
udp,domain_u,SF,44,71,0,0
tcp,efs,REJ,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,SF,244,7332,0,0
tcp,http,SF,255,2082,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,187,615,0,0
tcp,http,SF,327,801,0,0
tcp,IRC,RSTO,1313,4946,0,0
tcp,private,REJ,0,0,0,1
tcp,http,S0,0,0,0,0
tcp,ctf,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,259,5170,0,0
tcp,http,SF,306,1075,0,0
icmp,eco_i,SF,8,0,0,1
tcp,ftp_data,SF,74,0,0,0
tcp,http,SF,290,762,0,0
tcp,vmnet,S0,0,0,0,1
tcp,http,SF,199,893,0,0
tcp,finger,S0,0,0,0,1
tcp,time,S0,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,ssh,REJ,0,0,0,1
tcp,http,SF,237,5970,0,0
tcp,http,RSTO,0,0,0,0
udp,private,SF,28,0,0,1
tcp,http,SF,159,27085,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,294,313,0,0
tcp,http,SF,322,301,0,0
tcp,http,SF,201,10079,0,0
tcp,ftp_data,SF,209,0,0,0
tcp,http,SF,282,7205,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,36,52,0,0
tcp,http,SF,273,732,0,0
tcp,http,SF,203,1415,0,0
tcp,http,SF,309,3928,0,0
tcp,http,REJ,0,0,0,0
tcp,whois,S0,0,0,0,1
tcp,http,SF,234,17358,0,0
tcp,http,SF,54540,8314,0,1
tcp,vmnet,S0,0,0,0,1
icmp,ecr_i,SF,1480,0,0,1
tcp,other,RSTR,1,0,0,1
tcp,http,REJ,0,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,287,3987,0,0
tcp,http,SF,329,978,0,0
tcp,ctf,S0,0,0,0,1
tcp,http,SF,322,1691,0,0
tcp,private,S0,0,0,0,1
tcp,vmnet,S0,0,0,0,1
tcp,private,RSTR,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,link,S0,0,0,0,1
tcp,smtp,SF,1851,330,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,22,75,0,0
tcp,http,SF,227,516,0,0
tcp,supdup,S0,0,0,0,1
tcp,http,SF,321,10896,0,0
tcp,uucp_path,S0,0,0,0,1
tcp,http,SF,322,1215,0,0
tcp,ftp_data,S0,0,0,0,1
udp,domain_u,SF,42,42,0,0
tcp,private,REJ,0,0,0,1
tcp,remote_job,REJ,0,0,0,1
tcp,http,SF,295,12884,0,0
tcp,private,REJ,0,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,ftp_data,SF,334,0,0,1
tcp,http,REJ,0,0,0,0
